Video ID,Filename,Start frame,End frame,Start time(s),End time(s),,Violence Type (Video),Video Type,Violence Type (Text),Manual Text,Memo,Violence(Sound) Type1,Sound type1,start frame1,end frame1,Violence(Sound) Type2,Sound type2,start frame2,end frame2,Violence(Sound) Type3,Sound type3,start frame3,end frame3,Violence(Sound) Type4,Sound type4,start frame4,end frame4,Violence(Sound) Type5,Sound type5,start frame5,end frame5,Violence(Sound) Type6,Sound type6,start frame6,end frame6,Violence(Sound) Type7,Sound type7,start frame7,end frame7,Violence(Sound) Type8,Sound type8,start frame8,end frame8,Violence(Sound) Type9,Sound type9,start frame9,end frame9,Violence(Sound) Type10,Sound type10,start frame10,end frame10,Violence(Sound) Type11,Sound type11,start frame11,end frame11
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",1618,1629,53.99,54.35,0.36,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"108_The Arc Bar Brawl in Headingley, Leeds - Daily Mail.mp4",1630,1926,54.39,64.26,9.87,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109_Public transport violence.mp4,0,5,0,0.2,0.2,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109_Public transport violence.mp4,6,304,0.24,12.16,11.92,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109_Public transport violence.mp4,305,1323,12.2,52.92,40.72,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109_Public transport violence.mp4,1324,1819,52.96,72.76,19.8,Non-violent,Self-filmed,,,,,Others,1399,1399,,Shouting,1450,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109_Public transport violence.mp4,1820,1852,72.8,74.08,1.28,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109_Public transport violence.mp4,1853,1856,74.12,74.24,0.12,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109_Public transport violence.mp4,1857,1905,74.28,76.2,1.92,NONE,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109_Public transport violence.mp4,1906,2080,76.24,83.2,6.96,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,0,2,0,0.07,0.07,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,3,31,0.1,1.03,0.93,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,32,84,1.07,2.8,1.73,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,85,367,2.83,12.23,9.4,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,368,372,12.27,12.4,0.13,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,373,709,12.43,23.63,11.2,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,710,737,23.67,24.57,0.9,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,738,845,24.6,28.17,3.57,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,846,866,28.2,28.87,0.67,Non-violent,News,Violent,ATTACKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,867,1399,28.9,46.63,17.73,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,1400,1607,46.67,53.57,6.9,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,1608,1621,53.6,54.03,0.43,Violent,Self-filmed,Violent,ATTACKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,1622,1904,54.07,63.47,9.4,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,1905,1927,63.5,64.23,0.73,Violent,Self-filmed,Violent,PUNCHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,1928,2171,64.27,72.37,8.1,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,2172,2186,72.4,72.87,0.47,Violent,Self-filmed,Violent,VIOLENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110_Rampant Violence on Public Transportation Protecting Transit Workers and Passengers.mp4,2187,2283,72.9,76.1,3.2,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"111_More transit violence, as union calls for additional safety measures.mp4",0,2217,0,73.97,73.97,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112_Cincy district bar fight caught on cell phone video.mp4,0,513,0,17.24,17.24,Non-violent,Self-filmed,,,,,Shouting,0,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112_Cincy district bar fight caught on cell phone video.mp4,514,688,17.27,23.12,5.85,Violent,Self-filmed,,,,,Shouting,514,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112_Cincy district bar fight caught on cell phone video.mp4,689,782,23.16,26.28,3.12,Non-violent,Self-filmed,,,,,Shouting,689,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112_Cincy district bar fight caught on cell phone video.mp4,783,883,26.32,29.68,3.36,Violent,Self-filmed,,,,,Shouting,783,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112_Cincy district bar fight caught on cell phone video.mp4,884,934,29.71,31.39,1.68,NONE,Self-filmed,,,,,Shouting,884,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112_Cincy district bar fight caught on cell phone video.mp4,935,1408,31.42,47.32,15.9,Violent,Self-filmed,,,,,Shouting,935,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112_Cincy district bar fight caught on cell phone video.mp4,1409,1488,47.35,50.01,2.66,NONE,Self-filmed,,,,,Shouting,1409,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112_Cincy district bar fight caught on cell phone video.mp4,1489,2913,50.04,97.9,47.86,Violent,Self-filmed,,,,,Shouting,1489,2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112_Cincy district bar fight caught on cell phone video.mp4,2914,3035,97.94,102,4.06,NONE,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113_Fight caught on camera near bar with past issues.mp4,0,51,0,1.7,1.7,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113_Fight caught on camera near bar with past issues.mp4,52,756,1.74,25.23,23.49,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113_Fight caught on camera near bar with past issues.mp4,757,809,25.26,26.99,1.73,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113_Fight caught on camera near bar with past issues.mp4,810,913,27.03,30.46,3.43,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113_Fight caught on camera near bar with past issues.mp4,914,2001,30.5,66.77,36.27,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113_Fight caught on camera near bar with past issues.mp4,2002,2292,66.8,76.48,9.68,Violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113_Fight caught on camera near bar with past issues.mp4,2293,2930,76.51,97.76,21.25,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,0,32,0,1.07,1.07,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,33,748,1.1,24.96,23.86,Non-violent,News,Violent,Brawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,749,753,24.99,25.13,0.14,NONE,Transition,Violent,Brawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,754,1192,25.16,39.77,14.61,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,1193,1237,39.81,41.27,1.46,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,1238,1391,41.31,46.41,5.1,Non-violent,News,,Fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,1392,2313,46.45,77.18,30.73,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,2314,2621,77.21,87.45,10.24,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,2622,3392,87.49,113.18,25.69,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,3393,3606,113.21,120.32,7.11,Non-violent,News,Violent,Brawl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114_Bar fight caught on camera.mp4,3607,3840,120.35,128.13,7.78,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,0,10,0,0.33,0.33,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,11,192,0.37,6.41,6.04,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,193,197,6.44,6.57,0.13,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,198,567,6.61,18.92,12.31,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,568,611,18.95,20.39,1.44,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,612,616,20.42,20.55,0.13,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,617,1211,20.59,40.41,19.82,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,1212,1219,40.44,40.67,0.23,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,1220,1423,40.71,47.48,6.77,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,1424,1425,47.51,47.55,0.04,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,1426,1877,47.58,62.63,15.05,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,1878,2170,62.66,72.41,9.75,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,2171,2440,72.44,81.41,8.97,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115_Deadly punch caught on video outside Ybor City bar.mp4,2441,2755,81.45,91.93,10.48,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",0,102,0,3.4,3.4,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",103,108,3.44,3.6,0.16,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",109,179,3.64,5.97,2.33,Non-violent,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",180,1304,3.64,43.51,39.87,Non-violent,Self-filmed,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",1305,1306,43.54,43.58,0.04,NONE,Transition,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",1307,1562,43.61,52.12,8.51,Non-violent,News,Violent,FIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",1563,2644,52.15,88.22,36.07,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"116_Friday night fight at Fort Wayne bar caught on video, under investigation.mp4",2645,2650,88.25,88.42,0.17,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,0,597,0,19.92,19.92,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,598,697,19.95,23.26,3.31,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,698,805,23.29,26.86,3.57,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,806,825,26.89,27.53,0.64,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,826,1323,27.56,44.14,16.58,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,1324,1357,44.18,45.28,1.1,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,1358,1767,45.31,58.96,13.65,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,1768,1852,58.99,61.8,2.81,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,1853,2320,61.83,77.41,15.58,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,2321,2361,77.44,78.78,1.34,NONE,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117_RAW VIDEO Surveillance video shows Beaumont store clerk being attacked during robbery.mp4,2362,2840,78.81,94.76,15.95,NONE,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,0,61,0,2.04,2.04,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,62,136,2.07,4.54,2.47,Non-violent,News,,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,137,228,4.57,7.61,3.04,Non-violent,CCTV,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,229,268,7.64,8.94,1.3,Violent,CCTV,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,269,269,8.98,8.98,0,NONE,News,Violent,Gunmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,270,285,9.01,9.51,0.5,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,286,584,9.54,19.49,9.95,Non-violent,News,,Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,585,638,19.52,21.29,1.77,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,639,868,21.32,28.96,7.64,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,869,1047,29,34.93,5.93,Non-violent,News,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,1048,1286,34.97,42.91,7.94,Violent,CCTV,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,1287,1501,42.94,50.08,7.14,Non-violent,CCTV,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,1502,1526,50.12,50.92,0.8,Non-violent,News,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,1527,1630,50.95,54.39,3.44,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,1631,1912,54.42,63.8,9.38,Non-violent,News,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,1913,2033,63.83,67.83,4,Non-violent,CCTV,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,2034,2079,67.87,69.37,1.5,Violent,CCTV,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,2080,2372,69.4,79.15,9.75,Non-violent,CCTV,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,2373,2446,79.18,81.61,2.43,Non-violent,News,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,2447,2510,81.65,83.75,2.1,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,2511,2513,83.78,83.85,0.07,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,2514,2865,83.88,95.6,11.72,Non-violent,News,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,2866,3246,95.63,108.31,12.68,Non-violent,CCTV,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,3247,3527,108.34,117.68,9.34,Non-violent,News,Violent,"Gunmen, Attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118_Video shows gunmen attack store clerk.mp4,3528,3568,117.72,119.05,1.33,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,0,43,0,1.43,1.43,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,44,94,1.47,3.14,1.67,NONE,News,Violent,CRIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,95,110,3.17,3.67,0.5,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,111,224,3.7,7.47,3.77,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,225,311,7.51,10.38,2.87,NONE,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,312,798,10.41,26.63,16.22,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,799,896,26.66,29.9,3.24,Violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,897,902,29.93,30.1,0.17,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,903,957,30.13,31.93,1.8,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,958,959,31.97,32,0.03,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,960,990,32.03,33.03,1,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,991,1015,33.07,33.87,0.8,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,1016,1135,33.9,37.87,3.97,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,1136,1137,37.9,37.94,0.04,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,1138,1305,37.97,43.54,5.57,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,1306,1453,43.58,48.48,4.9,Non-violent,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,1454,1605,48.52,53.55,5.03,Non-violent,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119_Video shows attack on store clerk in Miramar.mp4,1606,1607,53.59,53.62,0.03,NONE,Transition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
